word,pronunciation,meaning
concede,/kənˈsiːd/,"동(타) (admit) 승인하다, 허락하다 
동(타)  부여하다 
동(자) (yield, give in) 양보하다 "
ephemeral,/ɪˈfɛmərəl/,"형 (fleeting) 한순간의, 덧없는 
형 (flower: lasting a day) 하루살이의, 명이 짧은 "
perpetual,/pəˈpɛtjʊəl/,"형 (continuing, indefinite) 끊임없는, 영구적인 "
prolification,,
medieval,/ˌmɛdɪˈiːvəl/,"형 (of the Middle Ages) 중세의 
형 figurative (primitive, outmoded) (비유적으로) 구식의 "
irrigation,/ˌɪrɪˈgeɪʃən/,"명 (farming: watering land) (농사) 관개지 
명 (medicine: flushing out) (외과) 관주법 "
covertly,/ˈkʌvətlɪ/,"부 (in secret) 비밀리에, 암암리에 "
unravel,/ʌnˈrævəl/,"동(자) (string, yarn, sweater) (실 등을) 풀리다 
동(자) figurative (plan) (계획) 밝히다, 발표하다 
  해결하다, 해소하다 
동(타) (string, yarn) (실 등을) 풀다, 끌르다 "
mimicry,/ˈmɪmɪkrɪ/,"명 (imitation) 모방, 흉내 "
moth,/mɒθ/,"명 (winged insect) 나방 "
ingenuity,/ˌɪndʒɪˈnjuːɪtɪ/,"명 (resourcefulness) 발명의 재능 
명 (cleverness, skill) 솜씨, 교묘함 
명 (clever design) 정교한 발명품 "
contraption,/kənˈtræpʃən/,"명 (machine) 새로운 기계 
명 (device, gadget) 새로운 장치 "
novel,/ˈnɒvəl/,"명 (fictional writing) (픽션) 소설 
형 (new, different) (새로운,다른) 참신한, 기발한 "
conventional,/kənˈvɛnʃənəl/,"형 (traditional, usual) 전통적인 
형  독창성이 없는 
형 (person: conformist) (사람 등) 판에 박힌, 진부한 
형  협정의, 약정의 "
august,/ˈɔːɡəst/,"명 8월
형 위엄있는"
lunacy,/ˈluːnəsɪ/,"명 (madness, insanity) 정신병, 정신장애, 광기 "
edifice,/ˈɛdɪfɪs/,"명 (building) 건물 
명 figurative (organizational structure) 구성물, 체계 "
speculate,/ˈspɛkjʊˌleɪt/,"동(자) (guess, suppose) 추측하다 
동(자) (reflect, think) 사색하다, 생각하다 
동(자) (finance: invest at risk) 투기하다 "
noxious,/ˈnɒkʃəs/,"형 (bad for health) 유해한, 유독한 "
venomous,/ˈvenəməs/,"형 (poisonous) 유독한, 독이 있는 
형 figurative (malicious) (비유적) 악의있는, 적의있는, 사악한 "
splendor,,"명 (magnificence) (미국) 훌륭함, 장엄함, 화려함 "
thereal,,
chancy,/ˈtʃɑːnsɪ/,
risky,/ˈrɪskɪ/,"형 (dangerous) 위험한 
형 (econ: investments) (투자에서) 위험을 수반하는, 위험성이 있는 "
rash,/ræʃ/,"명 (irritated skin) (피부의) 발진 
형 (unwise, without thought) 지각없는, 생각없는 
명 (string of events) (사건의) 다발 "
extant,/ɛkˈstænt/,"형 (still in existence) 잔존하는, 현존하는, 지금도 남아있는 "
household,/ˈhaʊsˌhəʊld/,"형 (of a household) 가족의, 가구의, 세대의 
  가사의,가정의 
형 (people) 가족, 가구, 세대 "
pseudonym,/ˈsjuːdəˌnɪm/,"명 (false name) 가명, 필명, 아명 "
hone,/həʊn/,"동(타) (skills) (기량, 기술의) 연마하다 
동(자) (locate by hearing or device) (소리 또는 기계장치로 위치를) 탐지하다 
동(타) (knife, blade) (면도칼 등을) 숫돌에 갈다 "
attire,/əˈtaɪə/,"명 formal (clothes) 의복, 복장 
  차림새 
동(타) (put clothes on) (옷을) 입히다, 치장시키다 "
perception,/pəˈsɛpʃən/,"명 (sight) 시야, 보이는 것 
명 (understanding) 이해, 인식 
명 (appearance, seeming) 지각, 직관 "
sought,/sɔːt/,"형 (searched for) 추구하는, 바라는 "
detonate,/ˈdɛtəˌneɪt/,"동(타) (explosive: set off) 터지게 하다, 폭파시키다 "
intrinsic,/ɪnˈtrɪnsɪk/,"형 (inherent) 고유의, 본질적인 
형 (medicine: local) (의학) 국부의, 국부적인 "
garner,/ˈɡɑːnə/,"동(타) (earn, acquire) 얻다, 획득하다 "
dub,/dʌb/,"동(타) (movies) (영화) 더빙하다, 대사, 효과음, 음악 등을 녹음하다 
동(타) (give nickname) 별명을 붙이다, ~라고 부르다 
동(타) (knighthood) 어깨를 검으로 두드려 기사 작위를 주다 "
compatriot,/kəmˈpætrɪət/,"명 ([sb] from one's country) 동포, 같은 나라 사람 "
log,/lɒɡ/,"명 (tree trunk segment) 통나무 
명 (cut for fire) 장작 
명 (engineering: note book) (공학상의) 일지 "
discretion,/dɪˈskrɛʃən/,"명 (being discreet) 신중, 사려 깊음 
명 (power to decide) 판단력, 자기 판단력, 자유 재량 "
steep,/stiːp/,"형 (inclined) 경사진, 가파린 
동(타) (tea bag) (액체 등에) 적시다, 담그다 
형 figurative, informal (price: expensive) 엄청 비싼 
동(타) (learning) 몰두하게 하다 "
assistantship,/əˈsɪstəntʃɪp/,명 조교
algebra,/ˈældʒɪbrə/,"명 (mathematical calculation using symbols) 대수학, 대수 "
ace,/eɪs/,"명 (card) (카드) 에이스 
명 (person: excellent) 명인, 노련가, 숙련자 
명 (fighter pilot) 우수한 조종사 
명 (tennis shot) (테니스) 상대가 받을수 없는 서브, 서브로 얻은 득점 
동(타) (tennis: serve) (테니스;서브) (상대에게) 이기다 
동(타) slang (exam: do very well) (속어; 시험 등) 최고점수를 받다 "
periodical,/ˌpɪərɪˈɒdɪkəl/,"명 (magazine, journal) (잡지, 저널) 정기 간행물 
형 (published regularly) 정기적으로 간행되는, 정기간행물의 "
identical,/aɪˈdɛntɪkəl/,"형 (exactly the same) 똑같은, 동일한 "
crop,,
offshot,,
prompt,,
astounding,,
repercussion,,
monotonous,,
detious,,
rear,,
drastin,,
mammal,,
physiologically,,
basin,,
dune,,
paleoclimate,,
parch,,
scorch,,
accretion,,
entrainment,,
equate,,
pluvial,/ˈpluːvɪəl/,
assertion,/əˈsɜːʃən/,"명 (declaration, statement) 단언 
명 (claim) 주장 "
confederate,/kənˈfɛdərɪt/,"형 (allied, united) 동맹한, 연합한 
명 (ally, accomplice) 동맹자, 연합자 "
ploy,/plɔɪ/,"명 (plan, strategy) 책략 "
ballot,/ˈbælət/,"명 (voting, vote) 투표용지 "
ingest,/ɪnˈdʒɛst/,"동(타) (take in: food, etc.) (음식) 섭취하다 "
digest,/ˈdaɪdʒɛst/,"동(타) (stomach) 소화하다 
동(타) (understand) 이해하다, 터득하다 
명 (summary) 요약, 개요 "
aerate,/ˈɛəreɪt/,"동(타) (expose to the air) 공기에 쐬다, 통기시키다, 폭기시키다 
명 (charge, supply with a air or a gas) (공기나 가스로) 포화시키다, 공급하다 "
graze,/ɡreɪz/,"동(자) (animals: eat) (동물에게) 먹이다 
동(타) (scrape skin) (피부가) 까지다 
동(타) (scrape) 찰과상을 입히다 
동(자) (animals) (동물) 방목하다 
동(자) colloquial, figurative (people: eat) (사람; 음식을) 먹다 "
commission,/kəˈmɪʃən/,"명 (active use, service) 주문, 의뢰 
동(타) (order) 주문하다, 의뢰하다 
명 (earnings for a sale) (판매대금에 대한) 수수료, 커미션 
명 (committee) 위원회 "
strove,/strəʊv/,"동(자) (exert oneself) 힘써 노력하다 
  애쓰다, 힘쓰다 "
emulate,/ˈɛmjʊˌleɪt/,"동(타) (person: copy, imitate) 모방하다 
동(타) (person: equal, match) 필적하다 
동(타) (rival, be as good as) 경쟁하다 "
complimentary,/ˌkɒmplɪˈmɛntərɪ/,"형 (remark) 칭찬하는, 경의를 표하는, 축하의 
형 (free) 무료의, 공짜의 
  우대의, 초대의 "
inference,/ˈɪnfərəns/,"명 (conclusion) 추론, 추리 "
jot,/dʒɒt/,"동(타) (note down quickly) 메모하다, 간단히 적어두다 
명 (little bit) 매우 적음, 조금 "
legitimate,/lɪˈdʒɪtɪmɪt/,"형 (rightful, lawful) 합법적인 
형 (child: of married parents) 적출의 
형 (valid) 적당한, 타당한 
형  본격적인, 진정한 "
polish,/ˈpəʊlɪʃ/,"명 (substance for polishing) 광택제 
동(타) (make shine) 광을 내다, 윤을 내다, 닦다 "
monetary,/ˈmʌnɪtərɪ/,"형 (relating to money) 금전상의 
  금융의, 재정상의 
형 (relating to currency) 통화의, 화폐의 "
likelihood,/ˈlaɪklɪˌhʊd/,"명 (probability) 가능성, 있음직한 것 "
homage,/ˈhɒmɪdʒ/,"명 (speech, event: tribute) 충성의 선서 
명 (display of respect) 경의, 존경 "
solemnity,/səˈlɛmnɪtɪ/,"명 (seriousness) 진중함, 진지함, 심각함 "
contention,/kənˈtɛnʃən/,"명 (argument) 논쟁 "
dissertation,/ˌdɪsəˈteɪʃən/,"명 (school, university: extended essay) 논문, 박사 논문 "
drawback,/ˈdrɔːˌbæk/,"명 (disadvantage) 결점, 불리 "
upside,/ˈʌpˌsaɪd/,"명 informal (advantage) 좋은 면 
명  상승, 위쪽 
명 (stocks: rising) (증권) 가격 상승 경향 
전 US, slang (on the side of) (미; 속어) …의 옆에 "
downside,/ˈdaʊnˌsaɪd/,"명 (disadvantage) 불리한 면 
명 (stocks: decline) (주식 등) 하강 
명  아래쪽 "
reclusive,/rɪˈkluːzɪv/,"형 (person: not sociable, solitary) (사람) 사회성 없는, 혼자의, 쓸쓸한 
형 (existence: hiding away) 은둔하는 "
tantalize,/ˈtæntəˌlaɪz/,"동(타) (tease) 애먹이다, 감질나게 하다, 애태우며 괴롭히다 "
conscious,/ˈkɒnʃəs/,"형 (awake) 의식이 있는, 깨어있는 
형 figurative (aware: of self) (비유적) 자각하고 있는, 깨달은 "
aspirant,/ˈæspɪrənt/,"형 (aspiring, would-be) 열망하는, 하고자 하는 
명 (person who aspires to [sth]) 열망자, 구도자; 지망자 "
inhabitable,/ɪnˈhæbɪtəbl/,
mercury,/ˈmɜːkjʊrɪ/,"명 (silvery liquid metal) (화학) 수은 "
admission,/ədˈmɪʃən/,"명 (of guilt) (죄) 승인, 자인, 고백 
명 (entry) (입원, 입회, 입국 등의) 허가, 허용 
명 (to movies) (영화) 입장 
명 (hospital) (병원 등) 입원, 입회 "
boom,/buːm/,"명 (explosive noise) 폭발적 소음, 쿵 하고 울리는 소리 
명 (economic prosperity) (경제성장) 벼락경기, 붐 
동(자) (sound loudly and deeply) 굉음이 일다,  쿵 소리가 울리다 
동(자) (business, economy: prosper) (사업 활동) 붐이 일다, 갑자기 증대되다 "
bust,/bʌst/,"명 (woman's chest) 여성의 가슴, 가슴둘레 
명 (sculpture type) 흉상, 반신상 
명 US, slang (failure) 실패 
명 slang (police raid) (경찰에 의한) 점검, 단속 
형 informal (bankrupt) 파산한 
동(자) (burst) 터지다, 파열하다 
  파산하다 "
elicit,/ɪˈlɪsɪt/,"동(타) (information from [sb]) (정보, 진실 등을) 이끌어 내다 "
avid,/ˈævɪd/,"형 (keen, enthusiastic) 열광적인, 열심인 
형 (eager, greedy for sthg) 갈망하는, 탐내는 "
preeminent,,"형 (notable) 뛰어난, 걸출한, 발군의 "
imminent,/ˈɪmɪnənt/,"형 (about to happen) 절박한, 촉박한 "
ramification,/ˌræmɪfɪˈkeɪʃən/,"명 (consequence) 결과 
명 ([sth] that branches out) 가지, 분지, 분기 
  세분화 "
consequence,/ˈkɒnsɪkwəns/,"명 (effect) 결과, 결말, 효과 
명 (importance) 중요성, 중대성 "
arable,/ˈærəbəl/,"형 (land: for cultivation) (땅) 경작할 수 있는, 경작에 적합한 "
skeptic,/ˈskɛptɪk/,"명 US (person who doubts) 의심 많은 사람, 회의론자 
명 (religion: unbeliever) (종교) 무신론자 "
substantially,/səbˈstænʃəlɪ/,"부 (to a considerable extent) 충분히, 사려깊게 
부 (strongly) 튼튼하게, 견고하게 
부  실제적으로, 대체로 "
patron,/ˈpeɪtrən/,"명 (financial backer) 후원자, 후견인 
명 (supporter) 지원자, 은인, 보호자 
명 usually plural (of bar, restaurant) 단골 손님, 고객 "
anthropology,/ˌænθrəˈpɒlədʒɪ/,"명 (social science of humans) 인류학 "
saltation,/sælˈteɪʃən/,"명 춤추기; 도약, 약동
명 격변, 격동, 약진"
pat,/pæt/,"동(타) (on back, etc.) 가볍게 두드리다, 쓰다듬다 
명 (gentle tap: on the back, head, etc.) 가볍게 두드리기, 쓰다듬기 "
impetus,/ˈɪmpɪtəs/,"명 (stimulus) 자극, 충동 
명 (momentum, force) 힘, 원동력 "
simultaneous,/ˌsɪməlˈteɪnɪəs/,"형 (concurrent) 동시에 일어나는 "
saturation,/ˌsætʃəˈreɪʃən/,"명 figurative (colour: full intensity) (색) 채도(彩度), 색의 포화도 
명 figurative (fullness) (화학) 포화 
  포화, 충족 상태 "
worldly,/ˈwɜːldlɪ/,"형 (earthly, of our world) 세상의 
형 (person: experienced) (사람) 경험있는, 현명한 "
voluble,/ˈvɒljʊbəl/,
indiscriminate,/ˌɪndɪˈskrɪmɪnɪt/,"형 (not making distinctions) 무차별의, 가리지 않는 
형 (random) 무작위의 "
fallout,/ˈfɔːlˌaʊt/,"명 (radioactive dust) 방사성 낙진 
명 figurative (negative consequences) (비유적으로) 후유증, 악영향 "
staple,/ˈsteɪpəl/,"동(타) (papers) 호치키스로 찍다, 꺾쇠로 고정하다 
명 (clip for papers) 호치키스알, 제본 꺾쇠 
명 (basic element of [sth]) (기본이 되는) 원료, 재료 
명 (basic food, drink) 주요 산물, 주요 상품 "
detractor,/dɪˈtræktəʳ/,"명 (critic, opponent) 비평자, 혹평자, 상대, 적수 "
proportional,/prəˈpɔːʃənəl/,"형 (in proportion) 비례의, 정비례의 
형 (relative, proportionate) 비례하는, 비례적인 "
prudent,/ˈpruːdənt/,"형 (safe, conservative) 안전한, 보수적인, 조심스러운 
형 (person) (사람) 신중한, 사려 깊은 
형 (statement, remark) (발표, 말) 조심스러운, 신중한 "
lofty,,
sediment,/ˈsɛdɪmənt/,"명 (dregs, [sth] deposited) 침전물, 앙금 "
astuarie,,
berrage,,
dispersion,/dɪˈspɜːʃən/,"명 (scattering) 살포, 흩뜨림, 부산 
명 (physics: separation of light) (물리학) 빛의 분산, 분광 
  분산 
  분포도 "
frugal,/ˈfruːɡəl/,"형 (person: economical) (사람) 절약하는, 검약하는 
형 (amount: sparing) (양) 간소한, 소박한, 검소한 "
arid,/ˈærɪd/,"형 (land, climate: dry) (땅) 메마른, 건조한, 불모지의 "
reef,/riːf/,"명 (sea: coral reef) 암초 "
abstain,/əbˈsteɪn/,"동(자) (not partake or participate) 참여하지 않다, 참석하지 않다 
동(자) (not vote) (투표) 기권하다 "
perceive,/pəˈsiːv/,"동(타) (realize) 알아채다, 깨닫다 
동(타) (discern, understand) 간파하다, 이해하다 "
lamentable,/ˈlæməntəbəl/,"형 (regrettable) 유감스러운 
형 (pitiful, pathetic) 가엾은, 측은한, 불쌍한 "
itinerant,/ɪˈtɪnərənt/,"형 (wandering, nomadic) 전전하는, 떠돌아 다니는, 이동하는, 순회하는 
명 (homeless person, wanderer) 방랑자, 유랑자 "
wax,/wæks/,"명 (polish for car or floor) (차량, 마루용) 왁스 
명 (hair-removal substance) (다리의 털을 제거하기 위한) 왁스 
동(타) (a car, floor) (차량, 마루를) 윤내다 
동(타) (legs) (다리의 털을 제거하기위해) 왁스하다 "
wane,/weɪn/,"동(자) figurative (decline over time) 쇠되하다, 쇠락하다 
명 figurative (decline) 쇠퇴, 쇠락 "
affiliation,/əˌfɪlɪˈeɪʃən/,"명 (act of joining: a group) (그룹) 가입, 가맹, 입회 
명 (associating oneself with: a group, etc.) 제휴, 합병 "
affinity,/əˈfɪnɪtɪ/,"명 (liking, fondness) 좋아함, 애호 
명  친척, 인척 
명  유사점 "
niche,/nɪtʃ/,"명 (indent in wall) 벽감 
명 figurative (small market segment) (비유적 표현) 시장 틈새 
명 (area of comfort) 적합한 장소 "
corner,/ˈkɔːnə/,"명 (street) 길모퉁이, 코너 
명 (point of intersection) 모서리 
명 (intersection of two walls) 구석, 구석진 곳 "
distinct,/dɪˈstɪŋkt/,"형 (different) 다른, 별개의 
형 (perceivable) 구별할 수 있는, 구분할 수 있는 
형 (perceptible) 명확한, 뚜렷한, 분명한 "
inexplicably,/ˌɪnɪksˈplɪkəblɪ/,"부 (in an unexplained way) 설명할 수 없이, 불가해하게 "
manifestation,/ˌmænɪfɛˈsteɪʃən/,"명 (sign, indication) 명시, 표명, 표시 
  징후, 조짐 
명 (display, show) 시위운동, 데모 
명 (spiritual apparition) (영혼, 유령의) 현시, 출현, 나타남 "
fluke,/fluːk/,"명 (lucky occurrence) 요행, 요행수 
명 (chance occurrence) 횡수, 기회 
명 (flatworm) 흡충, 편충 "
transcript,/ˈtrænskrɪpt/,"명 (written record) 필기록 
명 (legal copy) (법률문서) 사본 
명  성적 증명서 "
expedition,/ˌɛkspɪˈdɪʃən/,"명 (organized journey) 원정, 탐험여행, 조사여행 
명 (people on journey) 원정대, 탐험대, 조사단 "
archaeological,/ˌɑːkɪəˈlɒdʒɪkəl/,
firsthand,,"형 (account: direct from source) 직접의, 직접얻은, 직접구입한 
부 (account: from source) 바로, 직접적으로 "
disobedient,/ˌdɪsəˈbiːdɪənt/,"형 (refusing to obey) 순종하지 않는, 복종하지 않는 "
deflect,/dɪˈflɛkt/,"동(타) (object: change course of) 빗나가다, 빗겨나가다 
  편향하다 
동(타) figurative (avert, avoid) (비유적) 회피하다, 피하다 
동(타) (sport: block) (스포츠) 봉쇄하다, 막다 "
substitute,/ˈsʌbstɪˌtjuːt/,"명 ([sth] in place of other) (for와 함께) 대체, 대신 
명 (sports: replacement) 보결선수 
동(타) (use in place of other) 대체하다 
동(자) (be used in place) 대체되다 
명 US, abbreviation (substitute teacher) 임시교사, 대리교사 
동(자) (as teacher) (교사) 임시로 하다 "
volley,/ˈvɒlɪ/,"명 (tennis: strike) (테니스) 발리; 공이 땅에 닿기 전에 쳐서 넘김 
명 figurative (repeated bursts of [sth]) (비유적) 연발, 반복적 터짐 
동(타) (tennis: return ball) (케니스) 공을 쳐 넘기다 "
